  73988.00,      1.00,      2.00,      4.00,     18.00,  10689.00,    941.00,   1032.00,   5691.00,    316.00,95322147.00,     82.00,   9012.00
  73366.00,      0.00,      3.00,      2.00,    333.00,  11026.00,   1087.00,    872.00,   4269.00,     82.00,  39320.00,     45.00,   8648.00
  78552.00,      1.00,      2.00,      2.00,    124.00,  11043.00,   1068.00,   1024.00,  13090.00,    105.00,31077428.00,     12.00,   9048.00
  85213.00,      0.00,      1.00,      1.00,    310.00,  10009.00,   1188.00,   1001.00,   7747.00,    341.00, 172548.00,  26282.00,   9537.00
  84249.00,      0.00,      1.00,      4.00,     97.00,  11843.00,   1430.00,   1034.00,   6740.00,    319.00,  21566.00,  23469.00,   8647.00
  78720.00,      0.00,      1.00,      2.00,    293.00,  11849.00,   1372.00,   1038.00,   1158.00,    253.00,  41679.00,  87075.00,   8662.00
  66297.00,      0.00,      3.00,      4.00,    280.00,  11228.00,   1215.00,    773.00,  10310.00,    231.00, 116231.00, 167506.00,   9064.00
  83031.00,      1.00,      2.00,      3.00,    238.00,  11702.00,   1193.00,    754.00,  11022.00,    314.00,8251809.00,  10713.00,   9985.00
  75636.00,      0.00,      1.00,      2.00,    290.00,  10589.00,   1116.00,   1025.00,   4455.00,    203.00, 105701.00,  52079.00,   8991.00
  83309.00,      1.00,      2.00,      3.00,    194.00,  11014.00,   1280.00,   1004.00,   9330.00,    337.00, 156534.00,  63997.00,   9719.00
  81355.00,      1.00,      2.00,      4.00,    186.00,  10428.00,   1010.00,   1057.00,  12468.00,    106.00,  36403.00, 125075.00,   9607.00
  81156.00,      0.00,      2.00,      3.00,    308.00,  11682.00,   1132.00,   1060.00,   6424.00,    355.00, 108949.00,  10346.00,   9000.00
  74963.00,      0.00,      3.00,      4.00,     88.00,  11624.00,   1444.00,   1040.00,   6170.00,     91.00,  33147.00, 164506.00,   9079.00
  79444.00,      0.00,      2.00,      2.00,    278.00,  10377.00,    955.00,   1040.00,   6473.00,    218.00,  28979.00,  23423.00,   9684.00
  79964.00,      0.00,      3.00,      4.00,    317.00,  11185.00,    909.00,   1041.00,   9268.00,     54.00,47641268.00,     69.00,   9370.00
  87675.00,      0.00,      3.00,      2.00,    340.00,   9963.00,   1044.00,   1058.00,   5054.00,    336.00, 165423.00,  69944.00,   9631.00
  80747.00,      0.00,      3.00,      3.00,     53.00,  10678.00,    957.00,   1056.00,   2463.00,    302.00,27151461.00,  34460.00,   8922.00
  73740.00,      0.00,      1.00,      2.00,    307.00,  11616.00,   1008.00,   1002.00,   4939.00,    356.00, 171932.00,  97415.00,   8928.00
  78553.00,      0.00,      3.00,      1.00,     15.00,  10844.00,    829.00,   1003.00,   2993.00,    104.00,53160162.00,     32.00,   9420.00
  76174.00,      0.00,      1.00,      2.00,    299.00,  10306.00,   1195.00,   1061.00,   7697.00,     76.00, 179603.00,  37095.00,   8600.00
  85894.00,      1.00,      2.00,      4.00,    282.00,  10526.00,   1105.00,   1086.00,   5191.00,    245.00,83751515.00,     52.00,   9803.00
  72824.00,      0.00,      3.00,      4.00,     75.00,  11822.00,   1250.00,   1013.00,    999.00,     46.00,27371886.00,  26623.00,   8824.00
  72641.00,      0.00,      1.00,      2.00,     65.00,  10825.00,   1024.00,   1019.00,   3309.00,     97.00,75844802.00,     22.00,   8711.00
  78393.00,      1.00,      2.00,      4.00,    256.00,  10968.00,   1040.00,    936.00,  11872.00,    332.00,  26945.00,      5.00,   9182.00
  77348.00,      0.00,      3.00,      2.00,     42.00,  10396.00,   1175.00,   1067.00,   6233.00,     80.00,  58966.00, 124049.00,   9242.00
  78022.00,      0.00,      1.00,      2.00,     17.00,  11194.00,    943.00,   1048.00,   5504.00,    135.00, 136743.00,  34196.00,   8783.00
  84500.00,      1.00,      2.00,      3.00,    191.00,  11196.00,   1113.00,   1004.00,  19097.00,    329.00,90979293.00,   7010.00,   9331.00
  75469.00,      0.00,      1.00,      2.00,    205.00,  10731.00,   1284.00,   1016.00,    429.00,     76.00, 180899.00, 142366.00,   8986.00
  76558.00,      0.00,      1.00,      1.00,     22.00,  11686.00,   1159.00,   1021.00,   4261.00,    312.00,71315386.00, 146032.00,   8885.00
  72323.00,      0.00,      1.00,      2.00,     82.00,  11028.00,   1128.00,   1027.00,   8793.00,    140.00, 204685.00,  13341.00,   8416.00
  73822.00,      0.00,      3.00,      4.00,     94.00,  11296.00,   1072.00,   1005.00,   3137.00,     76.00,57692707.00,  13655.00,   9017.00
  70590.00,      0.00,      1.00,      2.00,    243.00,  11324.00,   1425.00,    801.00,   9805.00,    109.00, 102843.00, 231325.00,   9675.00
  72701.00,      0.00,      1.00,      2.00,     50.00,  11033.00,   1058.00,   1015.00,   2994.00,    262.00,  45232.00, 180297.00,   9002.00
  79395.00,      0.00,      3.00,      4.00,     75.00,  10517.00,   1364.00,   1000.00,    527.00,    267.00,99554266.00,     36.00,   8803.00
  74197.00,      0.00,      1.00,      2.00,     56.00,  11475.00,   1104.00,   1019.00,   7313.00,    123.00,2898160.00,  98380.00,   8417.00
  78952.00,      0.00,      3.00,      4.00,    202.00,  11409.00,    785.00,   1075.00,   6993.00,    198.00,  16243.00,  54773.00,   9534.00
  78350.00,      0.00,      3.00,      2.00,     38.00,  11866.00,   1131.00,   1023.00,   8614.00,    347.00,  81567.00, 148291.00,   9952.00
  83413.00,      1.00,      2.00,      3.00,    306.00,  11195.00,    803.00,    806.00,  10098.00,    335.00,6908272.00,     40.00,   9922.00
  84427.00,      0.00,      1.00,      1.00,    324.00,  10949.00,   1089.00,   1010.00,   7227.00,    272.00,62780477.00,      9.00,   9122.00
  74926.00,      0.00,      3.00,      4.00,     84.00,  11807.00,   1033.00,   1033.00,   2755.00,    361.00,  10814.00,  52127.00,   8911.00
  66727.00,      0.00,      1.00,      2.00,    278.00,   9856.00,    968.00,    876.00,    862.00,     70.00, 111502.00, 157237.00,   9477.00
  75527.00,      0.00,      1.00,      2.00,    311.00,  11001.00,   1117.00,   1064.00,   5349.00,    206.00, 105148.00, 168122.00,   9429.00
  80689.00,      1.00,      2.00,      3.00,    319.00,  10546.00,    916.00,    851.00,   1442.00,    345.00,87548434.00,     26.00,   9216.00
  80620.00,      0.00,      1.00,      1.00,    251.00,  11189.00,   1479.00,   1013.00,   4330.00,     74.00, 103342.00,  38190.00,   9394.00
  75011.00,      0.00,      3.00,      4.00,    207.00,  10181.00,   1262.00,    793.00,   2333.00,     76.00,  76974.00,  11149.00,   9405.00
  84346.00,      1.00,      2.00,      3.00,    165.00,  10403.00,   1187.00,   1033.00,  18527.00,    345.00,  40714.00, 160898.00,   9747.00
  87909.00,      0.00,      3.00,      4.00,    233.00,  11702.00,   1399.00,   1047.00,   6894.00,     40.00,10344532.00,     81.00,   9546.00
  77914.00,      0.00,      3.00,      2.00,     77.00,  10554.00,   1066.00,    976.00,  12033.00,    119.00, 115836.00, 123804.00,   9529.00
  83637.00,      0.00,      1.00,      2.00,     53.00,  11272.00,   1126.00,   1025.00,   6352.00,    337.00,9986597.00,     47.00,   9321.00
  81161.00,      1.00,      2.00,      3.00,    279.00,  11158.00,   1053.00,    814.00,   7172.00,    346.00,  90533.00, 130668.00,   9788.00
  71037.00,      0.00,      3.00,      2.00,    119.00,  11700.00,   1009.00,    811.00,   4721.00,     61.00,36639022.00,     66.00,   9188.00
  84053.00,      0.00,      3.00,      4.00,    306.00,  10844.00,   1100.00,   1049.00,   3512.00,    347.00,  15770.00,  36406.00,   9369.00
  74008.00,      0.00,      3.00,      1.00,     66.00,  11976.00,   1059.00,   1054.00,  15229.00,    305.00,  65840.00,  73129.00,   8767.00
  85580.00,      1.00,      2.00,      4.00,    209.00,  11475.00,   1146.00,   1027.00,   4831.00,    338.00,63030403.00,  13366.00,   9267.00
  85495.00,      1.00,      2.00,      3.00,     95.00,  11582.00,   1280.00,   1048.00,    513.00,    293.00,46065932.00,     65.00,   9711.00
  85214.00,      1.00,      2.00,      3.00,    364.00,  11605.00,   1058.00,   1009.00,   2618.00,    347.00, 199477.00,     41.00,   9869.00
  75986.00,      1.00,      2.00,      3.00,    114.00,  11325.00,    749.00,   1080.00,   7418.00,    292.00,60773078.00,     47.00,   9123.00
  89547.00,      0.00,      3.00,      2.00,    256.00,  10279.00,   1497.00,   1062.00,   1605.00,     68.00,  45809.00,     97.00,   9888.00
  82733.00,      1.00,      2.00,      3.00,     26.00,  10825.00,   1324.00,   1015.00,  10674.00,    342.00,97366428.00,     54.00,   9495.00
  80114.00,      0.00,      3.00,      2.00,     74.00,  11606.00,   1253.00,   1012.00,   2204.00,    333.00,  50255.00, 109833.00,   9117.00
  72629.00,      0.00,      2.00,      3.00,     41.00,  10867.00,   1138.00,   1033.00,   1380.00,     47.00,  49940.00,  61835.00,   9041.00
  85356.00,      1.00,      2.00,      3.00,    297.00,  11217.00,   1095.00,   1004.00,   7546.00,    363.00,  31782.00,     46.00,   9783.00
  77129.00,      1.00,      2.00,      2.00,     72.00,  11934.00,    982.00,   1151.00,  12047.00,    350.00,  27129.00, 141828.00,   9602.00
  84608.00,      1.00,      2.00,      3.00,    195.00,  10411.00,   1124.00,   1091.00,  15188.00,    361.00,2939085.00,  32477.00,   9495.00
  82297.00,      1.00,      2.00,      4.00,    185.00,  11482.00,   1234.00,   1080.00,  19468.00,    138.00, 160169.00, 145516.00,   9020.00
  75846.00,      0.00,      3.00,      1.00,    278.00,   9916.00,   1036.00,   1074.00,   2878.00,    294.00, 197798.00,  38408.00,   9025.00
  69876.00,      0.00,      1.00,      2.00,    289.00,  11442.00,   1036.00,   1046.00,   1866.00,    341.00, 148532.00, 148300.00,   8478.00
  81888.00,      1.00,      2.00,      3.00,    297.00,  10289.00,    932.00,    993.00,   2470.00,    347.00,58949924.00,     83.00,   9693.00
  75304.00,      1.00,      3.00,      4.00,    372.00,  10797.00,    852.00,   1048.00,  10398.00,     90.00,29133583.00,     25.00,   8977.00
  78087.00,      0.00,      1.00,      2.00,    223.00,  11564.00,   1235.00,    939.00,  15798.00,    369.00, 245388.00, 121826.00,   8822.00
  72618.00,      0.00,      3.00,      2.00,    320.00,   9944.00,   1011.00,   1032.00,   2923.00,    114.00,  18663.00,     74.00,   8688.00
  78276.00,      0.00,      1.00,      2.00,    315.00,  11522.00,   1196.00,   1061.00,   6906.00,     82.00, 182576.00,  44637.00,   9476.00
  77823.00,      0.00,      2.00,      4.00,     64.00,  10462.00,   1060.00,   1076.00,   2665.00,    343.00,  67147.00, 153695.00,   9364.00
  73408.00,      0.00,      1.00,      1.00,    319.00,  10335.00,   1132.00,    756.00,   3616.00,     63.00, 123090.00, 206173.00,   9470.00
  72861.00,      1.00,      2.00,      3.00,    369.00,  10843.00,    883.00,    868.00,  11760.00,    310.00,6261362.00,     99.00,   9085.00
  74110.00,      0.00,      3.00,      2.00,    223.00,  10068.00,   1286.00,    778.00,   2669.00,    114.00,  17264.00,     51.00,   9364.00
  77058.00,      0.00,      1.00,      1.00,     96.00,  10549.00,   1178.00,    806.00,   2369.00,    315.00,80948220.00,     67.00,   9157.00
  84853.00,      0.00,      1.00,      1.00,    311.00,  11140.00,   1368.00,   1024.00,   3202.00,    122.00,  47898.00,  12173.00,   9293.00
  85539.00,      0.00,      3.00,      2.00,    122.00,  10527.00,   1480.00,    955.00,   7603.00,    286.00,  25899.00,     67.00,   9668.00
  83989.00,      0.00,      1.00,      1.00,     80.00,  11726.00,   1391.00,    963.00,   3058.00,    307.00, 100171.00,  94602.00,   9461.00
  85827.00,      0.00,      1.00,      1.00,    300.00,  11546.00,   1202.00,   1068.00,   3390.00,    284.00, 216466.00,   6755.00,   9988.00
  82197.00,      1.00,      2.00,      3.00,    436.00,  11162.00,    891.00,    847.00,   7263.00,    301.00,  80357.00,     49.00,   9830.00
  73670.00,      0.00,      1.00,      4.00,     93.00,  11903.00,   1163.00,   1027.00,    875.00,    161.00, 230479.00, 143552.00,   9082.00
  77555.00,      0.00,      1.00,      2.00,    296.00,   9979.00,    992.00,   1048.00,   4048.00,    186.00,  84737.00,  23225.00,   9494.00
  82542.00,      0.00,      3.00,      2.00,     74.00,  10224.00,   1146.00,   1027.00,   1004.00,    345.00,38525128.00,  12836.00,   8920.00
  78357.00,      1.00,      2.00,      3.00,     86.00,  10678.00,   1018.00,   1097.00,  18443.00,    274.00,  55055.00, 217605.00,   9525.00
  85611.00,      0.00,      3.00,      2.00,     53.00,  10609.00,   1029.00,   1058.00,   9228.00,    316.00,67704069.00,     59.00,   9668.00
  90956.00,      0.00,      1.00,      4.00,    300.00,  10489.00,   1469.00,    964.00,   5590.00,    151.00,17470618.00,     29.00,   9728.00
  76810.00,      1.00,      2.00,      4.00,     66.00,  11744.00,    953.00,   1028.00,   2734.00,    346.00,25756803.00,      4.00,   9111.00
  76546.00,      0.00,      1.00,      1.00,    269.00,  10530.00,   1103.00,   1075.00,   6614.00,     66.00,  28082.00,     56.00,   9335.00
  81124.00,      1.00,      2.00,      3.00,     48.00,  11296.00,    822.00,   1088.00,   4594.00,    310.00,92176752.00,     24.00,   9430.00
  81863.00,      1.00,      2.00,      3.00,     10.00,  11381.00,   1187.00,   1087.00,  17228.00,    315.00,89708563.00,   5405.00,   9105.00
  78997.00,      0.00,      3.00,      1.00,     13.00,  10463.00,   1032.00,    905.00,   9184.00,    324.00,63363991.00,     60.00,   9264.00
  86315.00,      0.00,      2.00,      3.00,    325.00,  10780.00,   1115.00,   1045.00,   9950.00,    359.00,  58141.00, 123175.00,   9586.00
  85197.00,      1.00,      2.00,      3.00,    151.00,  11839.00,   1023.00,   1043.00,  17346.00,    302.00,85569760.00,     31.00,   9360.00
  81063.00,      1.00,      2.00,      2.00,      7.00,  10944.00,   1141.00,    816.00,   4438.00,    190.00,60641713.00,     72.00,   9039.00
  81629.00,      0.00,      1.00,      2.00,    152.00,  10584.00,   1223.00,    818.00,  11946.00,    301.00, 228811.00, 115250.00,   9666.00
  74956.00,      0.00,      3.00,      3.00,    259.00,  10127.00,   1230.00,    828.00,  12399.00,     97.00, 105462.00, 134507.00,   9924.00
  84502.00,      1.00,      2.00,      4.00,    155.00,  10362.00,   1077.00,   1099.00,  10018.00,    359.00,50335453.00,   5481.00,   9334.00
  71709.00,      1.00,      2.00,      3.00,    106.00,  11322.00,   1203.00,   1104.00,   5451.00,    292.00,  19299.00, 182861.00,   8961.00
  80258.00,      1.00,      2.00,      4.00,    301.00,  10135.00,    862.00,    816.00,   7785.00,    373.00,85182145.00,     88.00,   9611.00
  69163.00,      0.00,      3.00,      4.00,    295.00,  11012.00,   1014.00,    781.00,   8113.00,     81.00,  54374.00,     60.00,   8893.00
  72172.00,      0.00,      1.00,      1.00,    276.00,  11183.00,   1108.00,    765.00,   2775.00,     53.00,47816554.00, 129346.00,   9209.00
  81415.00,      1.00,      2.00,      2.00,    367.00,  10035.00,    874.00,    995.00,   4168.00,    362.00, 194436.00,  46708.00,   9367.00
  85260.00,      1.00,      2.00,      3.00,     27.00,  10163.00,   1160.00,    865.00,   3128.00,    359.00,57000834.00,     24.00,   9617.00
  79695.00,      1.00,      2.00,      3.00,     83.00,  11263.00,   1169.00,    849.00,   1697.00,    322.00,80805303.00,   9785.00,   9435.00
  78721.00,      1.00,      2.00,      2.00,    332.00,  10835.00,   1022.00,   1024.00,   9721.00,     88.00,36712875.00,     75.00,   9014.00
  77150.00,      1.00,      2.00,      3.00,     60.00,  10792.00,    790.00,    951.00,   2650.00,    323.00,63373313.00,     69.00,   9825.00
  81350.00,      0.00,      2.00,      4.00,    135.00,  11386.00,   1367.00,   1024.00,   6638.00,    289.00,32039236.00,  61898.00,   8923.00
  78607.00,      0.00,      1.00,      1.00,    276.00,  10900.00,   1303.00,   1043.00,   1591.00,     58.00,97146537.00,     45.00,   8830.00
  85298.00,      1.00,      2.00,      4.00,     78.00,  11585.00,   1249.00,   1095.00,  12559.00,    365.00,23631565.00,  16378.00,   8970.00
  77348.00,      0.00,      1.00,      2.00,     67.00,  10939.00,    863.00,   1033.00,   1550.00,     67.00,55301401.00,  15119.00,   9400.00
  81180.00,      0.00,      3.00,      2.00,     22.00,  10451.00,   1046.00,    902.00,  10141.00,    101.00,34743411.00,     95.00,   9530.00
  79823.00,      0.00,      3.00,      2.00,    336.00,  11552.00,   1005.00,    920.00,   1446.00,    112.00, 128959.00,  11872.00,   9605.00
  71246.00,      1.00,      2.00,      3.00,     74.00,  11306.00,    957.00,   1017.00,  17253.00,    261.00,78425728.00, 130534.00,   8979.00
  79825.00,      0.00,      1.00,      4.00,     63.00,  11959.00,   1172.00,   1014.00,   4240.00,    299.00,  22472.00, 157677.00,   9149.00
  70918.00,      0.00,      2.00,      4.00,    143.00,  10314.00,    908.00,   1052.00,   9514.00,     83.00,  31441.00, 145914.00,   8910.00
  76438.00,      0.00,      3.00,      4.00,    321.00,  10611.00,   1299.00,    812.00,  11045.00,    100.00,  33382.00, 111970.00,   8740.00
  70553.00,      0.00,      3.00,      2.00,     18.00,  10831.00,    865.00,   1074.00,    741.00,     65.00,44551511.00, 141625.00,   9022.00
  77405.00,      0.00,      1.00,      1.00,    165.00,  11858.00,   1283.00,   1060.00,   4220.00,     51.00,  92805.00, 176720.00,   8765.00
  75935.00,      1.00,      2.00,      3.00,    137.00,  10407.00,    846.00,   1036.00,   1268.00,    120.00,2669804.00,  63521.00,   9596.00
  74657.00,      0.00,      2.00,      4.00,    263.00,  10999.00,    855.00,   1066.00,   6137.00,    109.00, 108169.00, 160006.00,   9075.00
  81649.00,      0.00,      2.00,      2.00,     92.00,  11829.00,   1171.00,   1029.00,   3570.00,    336.00,64605620.00,     76.00,   9545.00
  77471.00,      0.00,      1.00,      2.00,    187.00,  10691.00,    981.00,   1032.00,   9548.00,    175.00, 177183.00, 231183.00,   8825.00
  80001.00,      0.00,      3.00,      2.00,     39.00,  10376.00,   1167.00,   1027.00,   5931.00,    343.00, 100279.00, 107853.00,   9463.00
  79738.00,      0.00,      3.00,      2.00,    157.00,  11211.00,   1119.00,    861.00,  13417.00,     65.00, 119127.00,  48015.00,   9309.00
  83616.00,      0.00,      3.00,      2.00,     75.00,  11627.00,   1260.00,   1004.00,   1182.00,     90.00,  17088.00, 124696.00,   9260.00
  77242.00,      0.00,      3.00,      1.00,    313.00,  10901.00,   1011.00,    998.00,    510.00,    270.00, 206954.00, 134129.00,   9421.00
  82448.00,      0.00,      3.00,      4.00,    227.00,  11663.00,   1409.00,   1007.00,   4983.00,     95.00, 245043.00,  47027.00,   9076.00
  82371.00,      1.00,      2.00,      4.00,    359.00,  10805.00,   1188.00,   1029.00,  14947.00,    342.00,  62383.00, 140190.00,   9116.00
  83674.00,      0.00,      1.00,      1.00,    133.00,  10056.00,   1372.00,   1039.00,   1626.00,    116.00,  22200.00, 209727.00,   9889.00
  75633.00,      0.00,      3.00,      4.00,    206.00,  10187.00,   1122.00,    873.00,   6992.00,    283.00,13350811.00,     61.00,   8971.00
  76029.00,      0.00,      1.00,      1.00,     98.00,  10832.00,   1113.00,   1044.00,   7315.00,    329.00,  43901.00,  69474.00,   8632.00
  80889.00,      0.00,      3.00,      2.00,      9.00,  10929.00,    950.00,   1077.00,   4378.00,    281.00, 114079.00,  91144.00,   8912.00
  75485.00,      0.00,      3.00,      4.00,     79.00,  11248.00,   1136.00,   1057.00,    366.00,    100.00, 240258.00,  11922.00,   9017.00
  79948.00,      0.00,      2.00,      2.00,    263.00,  10658.00,   1179.00,   1016.00,  11993.00,    371.00,  36904.00,  67994.00,   9264.00
  70151.00,      0.00,      3.00,      2.00,     35.00,  10923.00,   1121.00,    764.00,   3934.00,    108.00,78171927.00,  60965.00,   9313.00
  80365.00,      0.00,      1.00,      1.00,     54.00,  11050.00,   1224.00,   1014.00,   4252.00,     94.00,83885838.00,     31.00,   8719.00
  89276.00,      1.00,      2.00,      4.00,    132.00,  10695.00,   1222.00,   1051.00,  12763.00,    359.00,9464399.00,  17622.00,   9879.00
  78671.00,      0.00,      1.00,      2.00,     39.00,  10814.00,   1157.00,   1011.00,   1091.00,    182.00,  80091.00,  55977.00,   9008.00
  70996.00,      0.00,      1.00,      1.00,    270.00,   9885.00,    889.00,    857.00,   5026.00,    165.00,35757186.00,  59453.00,   9330.00
  84719.00,      0.00,      3.00,      4.00,     91.00,  10723.00,   1440.00,   1037.00,    441.00,    195.00,  21083.00,   3256.00,   8856.00
  73778.00,      1.00,      2.00,      3.00,    166.00,  11936.00,    815.00,   1056.00,   1380.00,    299.00,77675974.00,     73.00,   9054.00
  71318.00,      0.00,      3.00,      3.00,    333.00,  10866.00,    873.00,   1061.00,   2112.00,    119.00,  86765.00, 123802.00,   9057.00
  70940.00,      0.00,      3.00,      2.00,    270.00,  10072.00,   1069.00,    774.00,    244.00,    375.00,  47408.00, 110421.00,   8822.00
  76947.00,      1.00,      3.00,      2.00,    433.00,  11346.00,    939.00,   1068.00,   2683.00,    351.00,  79916.00,  49283.00,   9156.00
  78263.00,      0.00,      1.00,      1.00,     46.00,  10898.00,    967.00,   1033.00,   3076.00,    361.00,  24139.00,  23184.00,   9279.00
  74792.00,      1.00,      3.00,      4.00,    276.00,  12080.00,    918.00,   1023.00,  12137.00,    329.00,  88915.00,  98343.00,   9050.00
  78270.00,      0.00,      1.00,      2.00,    184.00,  10137.00,   1092.00,    982.00,    387.00,     60.00,  34351.00,   9944.00,   8770.00
  73544.00,      0.00,      3.00,      4.00,    133.00,  10518.00,   1053.00,    779.00,  17144.00,     65.00,  63478.00, 240887.00,   9585.00
  74472.00,      0.00,      3.00,      2.00,    286.00,  11219.00,   1396.00,    782.00,  11135.00,    106.00,  26679.00,  14600.00,   8848.00
  82609.00,      0.00,      3.00,      2.00,     91.00,  11810.00,   1023.00,   1035.00,  18550.00,    334.00, 141901.00, 133610.00,   9477.00
  72011.00,      0.00,      3.00,      4.00,    194.00,  10433.00,    984.00,    971.00,   3655.00,     89.00, 239708.00, 113277.00,   9375.00
  78518.00,      0.00,      1.00,      1.00,    196.00,  11059.00,   1302.00,    892.00,   1514.00,     74.00,  21584.00,  39666.00,   9048.00
  70794.00,      0.00,      3.00,      2.00,    232.00,  11526.00,    967.00,   1026.00,   8610.00,    169.00,  23820.00,  51652.00,   8613.00
  82943.00,      1.00,      2.00,      4.00,    379.00,  11252.00,    876.00,    938.00,  21276.00,    332.00, 120301.00,     85.00,   9290.00
  75055.00,      0.00,      1.00,      2.00,    251.00,  11507.00,   1305.00,    747.00,   2751.00,     78.00, 177086.00, 183924.00,   9411.00
  77684.00,      1.00,      2.00,      3.00,    323.00,  11539.00,    789.00,   1127.00,   8069.00,    363.00, 104752.00, 132970.00,   9529.00
  75759.00,      0.00,      1.00,      2.00,    325.00,  10837.00,   1470.00,    821.00,  10689.00,    107.00, 152849.00,  19409.00,   8686.00
  85344.00,      0.00,      3.00,      4.00,    218.00,  10172.00,   1464.00,   1078.00,   9829.00,    352.00,8587980.00,     30.00,   8746.00
  86869.00,      1.00,      2.00,      3.00,    150.00,  10968.00,   1209.00,   1045.00,    527.00,    340.00,12586331.00,  35689.00,   9782.00
  84482.00,      0.00,      3.00,      4.00,    177.00,  11656.00,   1333.00,   1000.00,   8186.00,     65.00,3020692.00,     13.00,   8968.00
  68438.00,      0.00,      1.00,      2.00,     28.00,  11725.00,    805.00,   1014.00,    315.00,     56.00,94279146.00, 144164.00,   9297.00
  75525.00,      1.00,      2.00,      4.00,    169.00,  11083.00,   1079.00,   1012.00,   2094.00,    207.00,  94485.00,  42589.00,   9390.00
  86742.00,      1.00,      2.00,      3.00,    148.00,  10185.00,   1290.00,    755.00,   1968.00,    315.00,44707962.00,     25.00,   9727.00
  79549.00,      0.00,      3.00,      2.00,    140.00,  11770.00,    801.00,   1044.00,    554.00,    368.00,  74760.00,  83080.00,   9522.00
  78243.00,      1.00,      3.00,      4.00,    181.00,  11997.00,   1351.00,   1032.00,     39.00,    200.00,  24832.00, 201464.00,   9635.00
  76216.00,      0.00,      2.00,      2.00,     51.00,  10957.00,   1121.00,   1050.00,   3802.00,     39.00,  24800.00,   9365.00,   9597.00
  86549.00,      0.00,      3.00,      4.00,     21.00,  11606.00,   1195.00,   1013.00,   5760.00,    353.00, 157703.00, 230684.00,   9794.00
  77334.00,      0.00,      1.00,      2.00,    302.00,  11532.00,   1320.00,    798.00,  11459.00,     91.00,76535326.00,   5805.00,   9026.00
  82275.00,      1.00,      2.00,      3.00,     62.00,  11292.00,   1187.00,   1008.00,  13098.00,    327.00,96043590.00,     43.00,   9537.00
  85048.00,      0.00,      1.00,      2.00,    256.00,  11483.00,   1296.00,   1067.00,   3365.00,    130.00,  14557.00,     83.00,   9310.00
  73346.00,      0.00,      1.00,      1.00,     26.00,  11979.00,   1113.00,   1042.00,   5992.00,    314.00, 121696.00,  99748.00,   8518.00
  84152.00,      0.00,      2.00,      4.00,    133.00,  11944.00,   1169.00,    899.00,  16555.00,    333.00,  64482.00,  13818.00,   9907.00
  82418.00,      0.00,      1.00,      2.00,    329.00,  10804.00,   1371.00,   1006.00,   7226.00,    111.00,  63377.00,      5.00,   9447.00
  81581.00,      0.00,      3.00,      2.00,    164.00,  10079.00,   1204.00,   1011.00,   8643.00,    308.00, 162545.00, 143604.00,   9702.00
  81396.00,      1.00,      3.00,      2.00,    115.00,  10726.00,   1076.00,   1007.00,  19955.00,    300.00,92780252.00, 111744.00,   9175.00
  75749.00,      0.00,      3.00,      4.00,    163.00,  10248.00,   1159.00,   1039.00,   5729.00,    230.00,45149731.00,     98.00,   8865.00
  82993.00,      1.00,      2.00,      3.00,    301.00,  10118.00,   1280.00,    859.00,  17222.00,    304.00,30778542.00,     94.00,   9201.00
  80301.00,      0.00,      3.00,      2.00,    331.00,  10050.00,   1472.00,   1034.00,   7552.00,     83.00,93397075.00,   5656.00,   8830.00
